formula,T(K),k(W/mK),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
In1.9Ge0.1O3,1000,2.514,In1.9 Ge0.1 O3,8,49,41,24.06,19.272,8,75,87,12,82.28,5.664,87,15.9994,114.818,98.8186,54.68328,46.420656,15.9994,54.8,1211.4,1156.6,220.413,198.7356,54.8,13,16,3,14.82,1.416,16,2,5,3,3.18,1.416,2,66,142,76,95.96,35.952,66,1.78,3.44,1.66,2.7806,0.79128,3.44,2,2,0,2,0,2,1,4,3,2.82,1.416,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,14,8,8.82,3.384,6,0,0,0,0,0,0,2,5,3,3.18,1.416,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.18,1.416,2,9.105,24.26,15.155,15.1419,7.24428,9.105,0,0.383,0.383,0.00766,0.0150136,0,0,0,0,0,0,0,12,225,213,64.52,63.024,12
K2Bi8Se13,300,1.285,K2 Bi8 Se13,19,83,64,49.73913043,23.13799622,34,3,89,86,80.47826087,13.47448015,89,39.0983,208.9804,169.8821,120.7182522,61.39975501,78.96,336.53,544.4,207.87,497.8373913,32.39137996,494,1,16,15,14.34782609,2.321361059,16,4,6,2,4.695652174,0.907372401,4,120,203,83,136.9565217,19.16824197,120,0.82,2.55,1.73,2.215217391,0.378449905,2.55,1,2,1,1.913043478,0.15879017,2,0,4,4,3.304347826,0.786389414,4,0,10,10,9.130434783,1.587901701,10,0,14,14,4.869565217,6.351606805,0,1,29,28,19.2173913,6.805293006,16,0,1,1,0.086956522,0.15879017,0,0,3,3,2.173913043,0.574669187,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.260869565,0.514177694,2,25.92,73.10666667,47.18666667,32.4684058,7.402545684,25.92,0,0.799,0.799,0.451608696,0.392703214,0.799,0,0,0,0,0,0,12,229,217,32,34.26086957,14
Ba8Au5.59Si39.01,700,2.41,Ba8 Au5.59 Si39.01,14,79,65,27.29562738,19.72100471,14,9,78,69,66.23041825,17.45746707,78,28.0855,196.966569,168.881069,62.64780372,51.26522693,28.0855,1000,1687,687,1545.352561,210.1013917,1687,2,14,12,11.85608365,3.180006723,14,3,6,3,3.775095057,1.149675216,3,111,215,104,129.4743346,27.40242558,111,0.89,2.54,1.65,1.814403042,0.281187237,1.9,1,2,1,1.893726236,0.189959303,2,0,2,2,1.483269962,0.766450144,2,0,10,10,1.062737643,1.899593026,0,0,14,14,1.4878327,2.659430236,0,2,25,23,5.92756654,4.053798595,4,0,1,1,0.106273764,0.189959303,0,0,4,4,2.966539924,1.532900288,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3.072813688,1.375267605,4,16.7,63.59,46.89,26.60527376,11.25010684,20.44,0,0.773,0.773,0.57328384,0.296232981,0.773,0,0,0,0,0,0,225,229,4,227.091635,0.580491261,227
Ba8Au6.10Si38.97,400,2.33,Ba8 Au6.1 Si38.97,14,79,65,27.80252497,20.27075176,14,9,78,69,66.21933296,17.30139795,78,28.0855,196.966569,168.881069,63.96465057,52.69306568,28.0855,1000,1687,687,1543.246712,211.1198657,1687,2,14,12,11.84624081,3.163067476,14,3,6,3,3.797060486,1.170584027,3,111,215,104,129.5509704,27.24444383,111,0.89,2.54,1.65,1.821311475,0.280779793,1.9,1,2,1,1.885057471,0.203461488,2,0,2,2,1.468626343,0.780389351,2,0,10,10,1.149425287,2.034614876,0,0,14,14,1.609195402,2.848460827,0,2,25,23,6.112304503,4.341998965,4,0,1,1,0.114942529,0.203461488,0,0,4,4,2.937252685,1.560778702,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3.052195214,1.391971077,4,16.7,63.59,46.89,26.51473149,11.1777708,20.44,0,0.773,0.773,0.567624081,0.301620484,0.773,0,0,0,0,0,0,225,229,4,227.0716035,0.581389548,227
Mg2Si,400,6.15,Mg2 Si1,12,14,2,12.66666667,0.888888889,12,68,78,10,71.33333333,4.444444444,68,24.305,28.0855,3.7805,25.56516667,1.680222222,24.305,923,1687,764,1177.666667,339.5555556,923,2,14,12,6,5.333333333,2,3,3,0,3,0,3,111,141,30,131,13.33333333,141,1.31,1.9,0.59,1.506666667,0.262222222,1.31,2,2,0,2,0,2,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,20.44,22.89,2.45,22.07333333,1.088888889,22.89,0,0.773,0.773,0.257666667,0.343555556,0,0,0,0,0,0,0,194,227,33,205,14.66666667,194
La3Te3.35Sb0.65,700,1.17,La3 Te3.35 Sb0.65,51,57,6,54.05,2.528571429,52,13,90,77,56.53571429,37.31632653,90,121.76,138.90547,17.14547,131.9029157,6.002189388,127.6,722.66,1193,470.34,941.0525714,215.9549388,722.66,3,16,13,10.33571429,6.287755102,16,5,6,1,5.428571429,0.489795918,5,138,207,69,167.6642857,33.71632653,138,1.1,2.1,1,1.666785714,0.485816327,2.1,2,2,0,2,0,2,0,4,4,2.192857143,1.879591837,4,1,10,9,6.142857143,4.408163265,10,0,0,0,0,0,0,3,16,13,10.33571429,6.287755102,16,0,0,0,0,0,0,0,3,3,1.235714286,1.059183673,2,0,9,9,3.857142857,4.408163265,0,0,0,0,0,0,0,2,9,7,5.092857143,3.348979592,2,31.56,36.8975,5.3375,35.38052381,1.300265306,34.76333333,0,0.464,0.464,0.222057143,0.231573878,0.464,0,0,0,0,0,0,152,194,42,171.3,19.45714286,152
NbCo1.05Sn,700,7.232,Nb1 Co1.05 Sn1,27,50,23,39.13114754,8.352593389,27,47,80,33,61.60655738,12.06127385,58,58.933195,118.71,59.776805,89.67089664,21.16366342,58.933195,505.08,2750,2244.92,1675.895082,767.7475947,1768,5,14,9,9.327868852,3.063692556,9,4,5,1,4.655737705,0.451491535,4,126,164,38,142.7213115,13.95323838,126,1.6,1.96,0.36,1.81442623,0.140607364,1.88,1,2,1,1.672131148,0.440741736,2,0,2,2,0.655737705,0.881483472,0,4,10,6,7,1.967213115,7,0,0,0,0,0,0,5,14,9,9.327868852,3.063692556,9,0,1,1,0.327868852,0.440741736,0,0,4,4,1.31147541,1.762966944,0,0,6,6,3,1.967213115,3,0,0,0,0,0,0,3,7,4,4.639344262,1.547970976,3,10.245,33.285,23.04,20.4007377,8.448696587,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.533080249,0.699121638,1.5484712,141,229,88,188.0983607,30.88417092,194
WO2.722,1000,6.295,W1 O2.722,8,74,66,25.73240193,25.93637725,8,51,87,36,77.32778076,14.14711486,87,15.9994,183.84,167.8406,61.09359667,65.95722909,15.9994,54.8,3695,3640.2,1032.822569,1430.509098,54.8,6,16,10,13.31327243,3.929754129,16,2,6,4,3.074691026,1.571901652,2,66,162,96,91.79258463,37.72563964,66,2.36,3.44,1.08,3.149833423,0.424413446,3.44,2,2,0,2,0,2,0,4,4,2.925308974,1.571901652,4,0,4,4,1.074691026,1.571901652,0,0,14,14,3.761418592,5.501655781,0,6,20,14,9.761418592,5.501655781,6,0,0,0,0,0,0,0,2,2,1.462654487,0.785950826,2,0,6,6,1.612036539,2.357852477,0,0,0,0,0,0,0,2,6,4,3.074691026,1.571901652,2,9.105,16.05,6.945,10.97093229,2.729214243,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,70.30198818,85.2756646,12
CaGd0.94Mn0.06O3,1000,1.945,Ca1 Gd0.94 Mn0.06 O3,8,64,56,21.132,16.2112,8,7,87,80,59.3,33.24,87,15.9994,157.25,141.2506,47.83749654,41.30951446,15.9994,54.8,1586,1531.2,572.276,620.9712,54.8,2,16,14,10.648,6.4224,16,2,6,4,3.176,1.4112,2,66,196,130,113.316,56.7792,66,1,3.44,2.44,2.5082,1.11816,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,0.248,0.3968,0,0,7,7,1.316,2.137184,0,2,10,8,5.964,1.5856,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.752,2.8032,0,0,7,7,1.316,2.137184,0,0,16,16,4.268,4.4288,2,9.105,37.77,28.665,19.16825103,12.2842372,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,3.72E-06,7.35E-06,0,12,225,213,91.276,95.1312,12
Ca0.9Bi0.1MnO3,300,3.591,Ca0.9 Bi0.1 Mn1 O3,8,83,75,15.06,8.472,8,7,87,80,65.58,26.5208,87,15.9994,208.9804,192.981,31.980897,19.1777964,15.9994,54.8,1519,1464.2,548.268,592.31632,54.8,2,16,14,11.66,5.3416,16,2,6,4,2.84,1.008,2,66,176,110,102.04,43.248,66,1,3.44,2.44,2.5944,1.01472,3.44,2,2,0,2,0,2,0,4,4,2.46,1.8696,4,0,10,10,1.2,1.872,0,0,14,14,0.28,0.5488,0,2,29,27,5.94,1.4184,6,0,0,0,0,0,0,0,3,3,1.26,0.9576,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.26,1.1256,2,9.105,37.77,28.665,15.01811724,8.907953103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,225,213,91.34,98.3816,12
SrNd0.24Ti0.76O3,700,3.76,Sr1 Nd0.24 Ti0.76 O3,8,60,52,18.624,12.7488,8,8,87,79,61.248,30.9024,87,15.9994,144.242,128.2426,41.32304,30.388368,15.9994,54.8,1941,1886.2,600.024,654.2688,54.8,2,16,14,10.752,6.2976,16,2,6,4,3.096,1.3152,2,66,201,135,112.568,55.8816,66,0.95,3.44,2.49,2.5428,1.07664,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.304,0.515584,0,0,4,4,0.192,0.365568,0,2,6,4,4.896,1.430784,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.216,2.062336,0,0,10,10,0.48,0.91392,0,0,10,10,2.896,2.2336,2,9.105,54.23,45.125,20.51676,14.85744704,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,3.43E-06,5.81E-06,0,12,225,213,91,94.8,12
Sr0.9La0.1TiO3,300,5.88,Sr0.9 La0.1 Ti1 O3,8,57,49,17.18,11.016,8,8,87,79,62.5,29.4,87,15.9994,138.90547,122.90607,37.7227494,26.06801928,15.9994,54.8,1941,1886.2,633.94,694.968,54.8,2,16,14,10.82,6.216,16,2,6,4,3.02,1.224,2,66,207,141,110.84,53.808,66,0.95,3.44,2.49,2.565,1.05,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.42,0.6552,0,0,0,0,0,0,0,2,6,4,4.82,1.416,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.78,2.7768,0,0,0,0,0,0,0,0,9,9,2.98,2.2488,2,9.105,54.23,45.125,19.30035,13.27856,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,225,213,90.38,94.056,12
Mn1.3Mo6S8,400,1.627,Mn1.3 Mo6 S8,16,42,26,26.96078431,11.79546328,16,50,88,38,70.03921569,18.78251954,88,32.065,95.96,63.895,59.06532408,28.93700072,32.065,388.36,2896,2507.64,1467.815686,1128.842548,388.36,6,16,10,11.31372549,4.900679226,16,3,5,2,3.869281046,0.909052074,3,105,154,49,127.1045752,23.1158956,105,1.55,2.58,1.03,2.327777778,0.263761801,2.58,1,2,1,1.607843137,0.476739715,2,0,4,4,2.091503268,1.995813576,4,0,5,5,2.385620915,2.49476697,0,0,0,0,0,0,0,6,7,1,6.08496732,0.155495749,6,0,1,1,0.392156863,0.476739715,0,0,2,2,1.045751634,0.997906788,2,0,5,5,2.385620915,2.49476697,0,0,0,0,0,0,0,2,6,4,3.823529412,1.906958862,2,10.48758621,25.786875,15.29928879,20.52737661,5.50012904,25.786875,0,2.202,2.202,1.151372549,1.098695374,2.202,0,0.000310121,0.000310121,2.64E-05,4.82E-05,0,70,229,159,144.8431373,78.26733308,70
In1.998Ge0.002O3,700,3.923,In1.998 Ge0.002 O3,8,49,41,24.3932,19.67184,8,75,87,12,82.2016,5.75808,87,15.9994,114.818,98.8186,55.5099688,47.41268256,15.9994,54.8,1211.4,1156.6,205.09266,180.351192,54.8,13,16,3,14.8004,1.43952,16,2,5,3,3.1996,1.43952,2,66,142,76,96.3912,36.46944,66,1.78,3.44,1.66,2.776092,0.7966896,3.44,2,2,0,2,0,2,1,4,3,2.8004,1.43952,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,14,8,8.8004,3.36048,6,0,0,0,0,0,0,2,5,3,3.1996,1.43952,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.1996,1.43952,2,9.105,24.26,15.155,15.166498,7.2737976,9.105,0,0.383,0.383,0.0001532,0.000306277,0,0,0,0,0,0,0,12,225,213,62.8344,61.00128,12
Ca0.7Y0.3MnO3,400,1.467,Ca0.7 Y0.3 Mn1 O3,8,39,31,14.94,8.328,8,7,87,80,64.3,27.24,87,15.9994,88.90585,72.90645,31.53252,18.639744,15.9994,54.8,1799,1744.2,600.72,655.104,54.8,2,16,14,11.46,5.448,16,2,5,3,2.86,1.032,2,66,190,124,103.44,44.928,66,1,3.44,2.44,2.5872,1.02336,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.06,1.576,0,0,0,0,0,0,0,2,7,5,5.46,1.264,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.54,2.2792,0,0,0,0,0,0,0,0,9,9,2.74,1.6552,2,9.105,37.77,28.665,14.79021724,8.543313103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,225,213,93.74,98.088,12
CaMnO3,700,2.047,Ca1 Mn1 O3,8,25,17,13.8,6.96,8,7,87,80,64,27.6,87,15.9994,54.938045,38.938645,28.602849,15.1241388,15.9994,54.8,1519,1464.2,559.68,605.856,54.8,2,16,14,11.4,5.52,16,2,4,2,2.8,0.96,2,66,176,110,102.6,43.92,66,1,3.44,2.44,2.574,1.0392,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,37.77,28.665,15.11451724,9.062193103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,225,213,95.6,100.32,12
Ca0.7Ho0.3MnO3,700,1.417,Ca0.7 Ho0.3 Mn1 O3,8,67,59,16.62,10.344,8,7,87,80,65.56,25.728,87,15.9994,164.93032,148.93092,36.0939882,24.11350584,15.9994,54.8,1747,1692.2,597.6,651.36,54.8,2,16,14,11.46,5.448,16,2,6,4,2.92,1.104,2,66,192,126,103.56,45.072,66,1,3.44,2.44,2.5878,1.02264,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,11,11,0.66,1.2408,0,2,13,11,6.06,1.2088,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,3,3,0.18,0.3384,0,0,5,5,2.38,1.1224,2,9.105,37.77,28.665,14.69231724,8.386673103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,225,213,93.74,98.088,12
Ca0.9Ho0.1MnO3,300,1.637,Ca0.9 Ho0.1 Mn1 O3,8,67,59,14.74,8.088,8,7,87,80,64.52,26.976,87,15.9994,164.93032,148.93092,31.0998954,18.12059448,15.9994,54.8,1747,1692.2,572.32,621.024,54.8,2,16,14,11.42,5.496,16,2,6,4,2.84,1.008,2,66,192,126,102.92,44.304,66,1,3.44,2.44,2.5786,1.03368,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,11,11,0.22,0.4312,0,2,13,11,5.62,1.3032,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,3,3,0.06,0.1176,0,0,5,5,2.26,1.1256,2,9.105,37.77,28.665,14.97378391,8.83701977,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,225,213,94.98,99.576,12
SrDy0.08Ti0.92O3,700,3.17,Sr1 Dy0.08 Ti0.92 O3,8,66,58,17.504,11.4048,8,8,87,79,62.208,29.7504,87,15.9994,162.5,146.5006,38.531168,27.0381216,15.9994,54.8,1941,1886.2,626.984,686.6208,54.8,2,16,14,10.784,6.2592,16,2,6,4,3.032,1.2384,2,66,195,129,111.112,54.1344,66,0.95,3.44,2.49,2.55688,1.059744,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.368,0.600576,0,0,10,10,0.16,0.31488,0,2,12,10,4.928,1.512704,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.472,2.402304,0,0,4,4,0.064,0.125952,0,0,8,8,2.736,1.9776,2,9.105,54.23,45.125,19.8798,14.1036064,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.15E-06,6.77E-06,0,12,225,213,91,94.8,12
Ca2.4Na0.3Bi0.3Co4O9,1000,1.75,Ca2.4 Na0.3 Bi0.3 Co4 O9,8,83,75,16.0125,9.20203125,8,2,87,85,66.1375,24.21515625,87,15.9994,208.9804,192.981,34.09410192,20.77295214,15.9994,54.8,1768,1713.2,657.2363125,692.71095,54.8,1,16,15,11.85,4.786875,16,2,6,4,2.89375,1.00546875,2,66,176,110,100.9125,39.2765625,66,0.93,3.44,2.51,2.6103125,0.933398438,3.44,1,2,1,1.98125,0.036796875,2,0,4,4,2.30625,1.931484375,4,0,10,10,1.9375,2.83359375,0,0,14,14,0.2625,0.51515625,0,1,29,28,6.4875,2.10046875,6,0,1,1,0.01875,0.036796875,0,0,3,3,1.18125,0.989296875,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,3,3,1.95,0.620625,2,9.105,37.77,28.665,14.5144375,8.220335937,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.3871178,0.5806767,0,12,229,217,93.51875,94.76554688,12
Ba8Au6.10Si38.97,300,2.18,Ba8 Au6.1 Si38.97,14,79,65,27.80252497,20.27075176,14,9,78,69,66.21933296,17.30139795,78,28.0855,196.966569,168.881069,63.96465057,52.69306568,28.0855,1000,1687,687,1543.246712,211.1198657,1687,2,14,12,11.84624081,3.163067476,14,3,6,3,3.797060486,1.170584027,3,111,215,104,129.5509704,27.24444383,111,0.89,2.54,1.65,1.821311475,0.280779793,1.9,1,2,1,1.885057471,0.203461488,2,0,2,2,1.468626343,0.780389351,2,0,10,10,1.149425287,2.034614876,0,0,14,14,1.609195402,2.848460827,0,2,25,23,6.112304503,4.341998965,4,0,1,1,0.114942529,0.203461488,0,0,4,4,2.937252685,1.560778702,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3.052195214,1.391971077,4,16.7,63.59,46.89,26.51473149,11.1777708,20.44,0,0.773,0.773,0.567624081,0.301620484,0.773,0,0,0,0,0,0,225,229,4,227.0716035,0.581389548,227
ZrNi1.98Cu0.02Sn,300,7.98,Zr1 Ni1.98 Cu0.02 Sn1,28,50,22,36.505,8.495,28,44,80,36,61.515,9.26735,61,58.6934,118.71,60.0166,81.854463,23.112537,58.6934,505.08,2128,1622.92,1520.41885,509.2959135,1728,4,14,10,9.505,2.7525,10,4,5,1,4.5,0.5,4,124,175,51,140.54,17.23,124,1.33,1.96,0.63,1.77745,0.223725,1.91,1,2,1,1.995,0.00995,2,0,2,2,0.5,0.75,0,2,10,8,7.01,2.505,8,0,0,0,0,0,0,4,14,10,9.505,2.7525,10,0,1,1,0.005,0.00995,0,0,4,4,1,1.5,0,0,8,8,2.99,2.505,2,0,0,0,0,0,0,1,8,7,3.995,2.005,2,10.32,33.285,22.965,19.28375,8.95625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.294720377,0.29766758,0.5953947,141,225,84,196.25,28.75,225
Ca0.7Ho0.3MnO3,1000,1.599,Ca0.7 Ho0.3 Mn1 O3,8,67,59,16.62,10.344,8,7,87,80,65.56,25.728,87,15.9994,164.93032,148.93092,36.0939882,24.11350584,15.9994,54.8,1747,1692.2,597.6,651.36,54.8,2,16,14,11.46,5.448,16,2,6,4,2.92,1.104,2,66,192,126,103.56,45.072,66,1,3.44,2.44,2.5878,1.02264,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,11,11,0.66,1.2408,0,2,13,11,6.06,1.2088,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,3,3,0.18,0.3384,0,0,5,5,2.38,1.1224,2,9.105,37.77,28.665,14.69231724,8.386673103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,225,213,93.74,98.088,12
Ti0.95Nb0.05NiSn,400,6.378,Ti0.95 Nb0.05 Ni1 Sn1,22,50,28,33.65,11.145,28,43,80,37,61.4,12.4,61,47.867,118.71,70.843,75.84078967,29.14832657,58.6934,505.08,2750,2244.92,1404.843333,599.8422222,505.08,4,14,10,9.35,3.533333333,10,4,5,1,4.35,0.455,4,124,164,40,141.0666667,12.75555556,124,1.54,1.96,0.42,1.804333333,0.174222222,1.91,1,2,1,1.983333333,0.032777778,2,0,2,2,0.666666667,0.888888889,0,2,10,8,6.7,3.066666667,8,0,0,0,0,0,0,4,14,10,9.35,3.533333333,10,0,1,1,0.016666667,0.032777778,0,0,4,4,1.333333333,1.777777778,0,0,8,8,3.3,3.066666667,0,0,0,0,0,0,0,2,8,6,4.65,2.2,2,10.32,33.285,22.965,20.12316667,8.774555556,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.198472036,0.26461511,0,141,229,88,187.25,30.83333333,141
Zr0.99Nb0.01NiSn,700,6.052,Zr0.99 Nb0.01 Ni1 Sn1,28,50,22,39.33666667,7.557777778,28,44,80,36,61.67666667,12.21555556,61,58.6934,118.71,60.0166,89.5480746,20.56978307,58.6934,505.08,2750,2244.92,1455.766667,633.7911111,505.08,4,14,10,9.336666667,3.551111111,10,4,5,1,4.666666667,0.444444444,4,124,175,51,145.9633333,19.28444444,124,1.33,1.96,0.63,1.734233333,0.267688889,1.91,1,2,1,1.996666667,0.006644444,2,0,2,2,0.666666667,0.888888889,0,2,10,8,6.673333333,3.102222222,8,0,0,0,0,0,0,4,14,10,9.336666667,3.551111111,10,0,1,1,0.003333333,0.006644444,0,0,4,4,1.333333333,1.777777778,0,0,8,8,3.326666667,3.102222222,0,0,0,0,0,0,0,2,8,6,4.663333333,2.217777778,2,10.32,33.285,22.965,22.24995,7.980433,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.1984649,0.264619867,0,141,229,88,186.7833333,30.52222222,141
Fe1.94Ti0.06O3,700,4.34,Fe1.94 Ti0.06 O3,8,26,18,15.152,8.5824,8,43,87,44,74.056,15.5328,87,15.9994,55.845,39.8456,31.841904,19.0110048,15.9994,54.8,1941,1886.2,758.84,844.848,54.8,4,16,12,12.752,3.8976,16,2,4,2,2.8,0.96,2,66,160,94,92.736,32.0832,66,1.54,3.44,1.9,2.79252,0.776976,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,2.352,2.830848,0,0,0,0,0,0,0,4,8,4,6.752,0.968448,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.648,1.9776,0,0,0,0,0,0,0,2,8,6,2.848,1.0176,2,9.105,16.69,7.585,9.82652,0.865824,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.818937437,1.002378882,0,12,229,217,98.38,103.656,12
